,id,username,first_name,last_name,full_name,description,verified,city,country_code,followers_count,followings_count,comments_count,track_count,avatar_url,groups_count,playlist_count,reposts_count,last_modified,created_at
530,1010404078,Music Is Life💎,Pro Unlimited✪,None,Pro Unlimited✪,"✉ Liên Hệ : 💋✎︵๛ßắp Çải 🍃ಥ
☆CUNG CẤP NHẠC & LÀM NHẠC THEO YÊU CẦU❤️
🎧 ಥ ZALO:09-7171-0606 ❤️ DJ Lực Alex ✪ 
Để gửi nhạc của bạn lên trang chủ hãy liên hệ trực tiếp qua ZALO! Admin
Music is life💎Nơi Cập Nhập Những Bản Nhạc Đẳng Cấp Nhất.
Everyone finished listening to the music Following offline! Thank you everyone!
© Bản quyền thuộc về METUB Network
© Copyright by Music Is Life & METUB Network ☞ Do not Reup!",None,Seul,KR,2723,None,82,525,https://i1.sndcdn.com/avatars-CymRuyfaChlcOHFk-ier2qQ-large.jpg,None,2,None,2021-10-05T09:38:10Z,2021-07-21T11:29:43Z
531,781295617,Hoàng Vũ TV 乐曲,VHV,MUSIC,VHV MUSIC,"Link kênh youtube của mình: https://www.youtube.com/channel/UCc9ife0adXFIMEXGvmT_hPg?view_as=subscriber

Link facebook của mình: https://www.facebook.com/vohoangvuREMIXER/

Yêu tất cả các bạn ! <3",None,None,None,2675,None,30,40,https://i1.sndcdn.com/avatars-000772469413-vqc0ni-large.jpg,None,None,None,2020-03-30T13:22:42Z,2020-02-15T12:27:48Z
532,158260530,luckyluke113,None,None,None,None,None,None,None,19,7,1,4,https://i1.sndcdn.com/avatars-000194477818-welzlb-large.jpg,None,None,None,2016-12-25T08:23:46Z,2015-06-15T17:37:17Z
533,337698029,Kdinn,Khánh,Đinh,Khánh Đinh,Niacinamu,None,Ho Chi Minh city,None,32,15,1,32,https://i1.sndcdn.com/avatars-tBCh4HwYhu8u7RM6-1oXe8g-large.jpg,None,None,None,2021-09-08T03:24:51Z,2017-10-13T06:55:07Z
534,674714600,❀✿𝕙𝕒𝕟𝕒𝕜𝕠-𝕜𝕦𝕟❀✿,dang gia,phong,dang gia phong,"am from vietnam
headphones 🎧 for better music🔊
follow me in tiktok 
and Subscribe My youtube
donate me on paypal
thank you :3",None,hanoi,VN,69,7,1,18,https://i1.sndcdn.com/avatars-BUauOiFK4urnvJaG-P1JRrg-large.jpg,None,1,None,2021-10-12T13:50:40Z,2019-07-28T01:19:34Z
535,166070344,Đinh Hữu Nghĩa,Hữu Nghĩa,Đinh,Hữu Nghĩa Đinh,None,None,None,None,18,63,4,36,https://i1.sndcdn.com/avatars-000157922799-14xkz8-large.jpg,None,3,None,2018-06-27T05:03:34Z,2015-08-01T10:45:47Z
536,49142439,Hải Âu,Hải,Âu,Hải Âu,None,None,None,VN,30,4,5,5,https://i1.sndcdn.com/avatars-000247580039-geddjf-large.jpg,None,2,None,2020-08-05T05:31:16Z,2013-06-25T10:57:47Z
537,388288928,All Vpop ✪ Nhạc Việt Nam mới nhất,None,None,None,None,None,None,None,145,1,None,38,https://i1.sndcdn.com/avatars-000495169569-9cda3q-large.jpg,None,4,None,2018-08-26T10:53:01Z,2018-01-24T14:48:56Z
538,36177359,Blake Shelton,Blake,Shelton,Blake Shelton,"Pre-order #BodyLanguageDeluxe now!
https://wmna.sh/preorder-bodylanguagedeluxe",True,"Ada, OK",None,84459,6,None,390,https://i1.sndcdn.com/avatars-eQf6bEQlr1PZsuQC-jMyddg-large.jpg,None,46,None,2021-10-01T04:06:09Z,2013-02-14T16:30:48Z
539,193095242,Junior Maile,Junior,Maile,Junior Maile,None,None,None,None,3384,25,9,7,https://i1.sndcdn.com/avatars-000322891624-y49szq-large.jpg,None,None,None,2018-07-11T00:21:17Z,2015-12-14T22:15:56Z
540,693117695,Bùi Minh Nam,Minh Nam,Bùi,Minh Nam Bùi,None,None,None,None,128,47,16,35,https://i1.sndcdn.com/avatars-e0ZHyqiyEv5XUARV-m4HRzw-large.jpg,None,3,None,2021-04-24T20:19:21Z,2019-08-31T05:57:27Z
541,741738430,Hải Ngoại Music,None,None,None,None,None,None,None,36,1,1,25,https://i1.sndcdn.com/avatars-000731909671-hwjpi8-large.jpg,None,3,None,2019-11-30T04:51:53Z,2019-11-30T04:44:58Z
542,957980029,Phúc Ny,Phúc,Ny,Phúc Ny,None,None,None,None,5,None,None,2,https://i1.sndcdn.com/avatars-000976497910-4d2pyq-large.jpg,None,5,None,2021-03-08T03:01:55Z,2021-03-08T03:01:55Z
543,166070344,Đinh Hữu Nghĩa,Hữu Nghĩa,Đinh,Hữu Nghĩa Đinh,None,None,None,None,18,63,4,36,https://i1.sndcdn.com/avatars-000157922799-14xkz8-large.jpg,None,3,None,2018-06-27T05:03:34Z,2015-08-01T10:45:47Z
544,161173181,meduarda,Maria Eduarda,None,Maria Eduarda,None,None,None,None,10,1,None,1,https://i1.sndcdn.com/avatars-000152759890-1c79n3-large.jpg,None,2,None,2020-09-03T02:12:27Z,2015-07-03T19:00:32Z
545,212623654,Trần Quốc Hiếu,Trần,Quốc Hiếu,Trần Quốc Hiếu,None,None,None,None,5,None,None,5,https://i1.sndcdn.com/avatars-000211525767-51o7l0-large.jpg,None,1,None,2016-03-17T12:42:49Z,2016-03-17T06:49:37Z
546,290639492,nox,chất cấm VN,chất cấm VN,chất cấm VN chất cấm VN,None,None,binh thuan,VN,638,7,4,3,https://i1.sndcdn.com/avatars-irYowysYboBhVOIY-YCopJg-large.jpg,None,1,None,2019-10-13T20:11:46Z,2017-02-22T14:09:47Z
547,60041847,stormyosts2,None,None,None,None,None,None,None,2465,1,None,37,https://i1.sndcdn.com/avatars-000055824692-e0ghf2-large.jpg,None,None,None,2015-06-11T19:10:49Z,2013-09-29T04:49:18Z
548,43763978,Nahla Hazem.,Nahla,Hazem,Nahla Hazem,None,None,None,None,14786,17,23,44,https://i1.sndcdn.com/avatars-000089560209-kimf0e-large.jpg,None,None,None,2021-01-30T21:22:58Z,2013-05-04T17:29:06Z
549,1757732,goncafem,gonca,fem,gonca fem,"http://www.lastfm.com.tr/user/goncafem
http://grooveshark.com/#!/profile/Goncafem/25648130
http://www.goncafemm.blogspot.com/",None,None,TR,5407,25,4,17,https://i1.sndcdn.com/avatars-000001764835-qhpwhl-large.jpg,None,1,None,2014-12-23T21:30:22Z,2010-09-22T17:18:32Z
550,268666910,L2ShareOST11,None,None,None,"***Please follow the only main channel @L2SHARE to stay updated on all the latest songs.
Support us by clicking ""Like"" ""Repost"" ""Share""... Thank you so much!!! Download link will be added in the track description, Check it out and enjoy!",None,None,None,17619,16,None,40,https://i1.sndcdn.com/avatars-000315939377-jreqxy-large.jpg,None,None,None,2020-08-28T17:54:48Z,2016-11-16T10:00:48Z
551,20253011,The Most Epic Music,None,None,None,"When I hear music, I fear no danger. I am invulnerable. I see no foe. I am related to the earliest times, and to the latest. Don’t Just Listen… Feel!
The best epic tracks from around the world every day.",None,None,None,43543,896,56,205,https://i1.sndcdn.com/avatars-000277303858-r75mz4-large.jpg,None,16,None,2021-09-06T08:10:01Z,2012-07-14T07:37:14Z
552,287389363,Adam Weikert,Adam,Weikert,Adam Weikert,Adam Weikert is.,None,Leicester,GB,644,4,9,18,https://i1.sndcdn.com/avatars-cr6Aa4tklAU7jfFK-bBovgA-large.jpg,None,3,None,2021-05-04T13:47:05Z,2017-02-07T10:19:09Z
553,6936402,Ritsu Chan,Ritsu,Chan,Ritsu Chan,None,None,Concepcion,CL,386,49,None,34,https://i1.sndcdn.com/avatars-000136851005-qdraxm-large.jpg,None,1,None,2018-04-20T08:17:04Z,2011-08-25T04:05:54Z
554,121670942,𝐥𝐮𝐧𝐧𝐚,None,None,None,None,None,None,None,202,8,None,16,https://i1.sndcdn.com/avatars-BFyUcJsLWkvfUHVZ-tTgPPQ-large.jpg,None,None,None,2021-09-20T08:35:15Z,2014-11-06T19:19:35Z
555,2716903,hinoses,None,None,None,None,None,None,None,40,None,2,9,https://i1.sndcdn.com/avatars-000002423033-33wqcd-large.jpg,None,1,None,2014-08-21T15:00:15Z,2011-01-13T06:20:33Z
556,26108300,Composer Peter Roe,Peter,Roe,Peter Roe,"A film music composer and guitarist born in Helsinki.Peter started to compose music in mid 90´s with tracker softwares. In 2006 he was introduced to East West libraries. Roe specializes in Dramatic and Electronic music with genuine cinematic flair. From intense edge-of-your-seat cues to the beautifully stoic emotional tracks, he writes in a wide range of styles and a dozen genres, including action, suspense, adventure, fantasy, and drama. Peter's epic orchestral works add pure excitement and drama to trailers, films and commercials alike.",None,None,FI,1214,63,32,50,https://i1.sndcdn.com/avatars-000027258678-rctlzb-large.jpg,None,1,None,2019-09-14T16:52:48Z,2012-10-14T08:10:54Z
557,4215856,Marceau84,Jon,Snow,Jon Snow,None,None,Provence-Alpes-Côte d'Azur,FR,1387,13,3,51,https://i1.sndcdn.com/avatars-000004482091-uprobl-large.jpg,None,None,None,2017-12-28T00:27:32Z,2011-04-16T11:44:51Z
558,238032754,L2ShareOST7,None,None,None,"***Please support @L2SHARE by clicking Like & Repost to every track you like. Thank you so much!!! and don't forget to follow the main channel @L2SHARE. Download link will be added in the track description, Check it out and enjoy!",None,None,None,10718,12,1,47,https://i1.sndcdn.com/avatars-000315939484-3z5ebm-large.jpg,None,None,None,2019-08-03T09:39:59Z,2016-07-04T03:39:59Z
559,91475407,ケビンさん,Kevin,Rianto,Kevin Rianto,"I Love Music #Anime #J-ROCK #Soundtracks - #OST - #J-POP - #Acoustic - #C-POP - #ORIGINAL #HD #Quality #Music #Cover #Uploads. Mainly #Anime & Japanese music related uploads. 

Please donate a little of your funds so that this channel can grow and satisfy you. You can support me by donating some funds PayPal link. http://paypal.me/kevinrianto THX guys God Bless

Enjoy the music. Don't Forget Like, Follow and Comment guys.  
ありがとうございました ^_^ 

Don't Lose Your Mind SHARE.",None,None,ID,6286,38,2,36,https://i1.sndcdn.com/avatars-000662141318-rweih9-large.jpg,None,1,None,2020-04-25T17:49:16Z,2014-04-26T16:32:26Z
560,12266658,Trailer Music Ent,Tupe,Sauaso,Tupe Sauaso,None,None,Mildura,AU,1440,61,14,50,https://i1.sndcdn.com/avatars-000156141004-u6tv9o-large.jpg,None,None,None,2015-07-24T08:50:09Z,2012-02-18T08:44:49Z
561,469367421,n i s 🧚,None,None,None,hi ,None,None,MY,13,9,3,2,https://i1.sndcdn.com/avatars-GFCniMSmQqBPLoYP-7rRuvA-large.jpg,None,2,None,2021-08-25T06:31:49Z,2018-06-27T14:29:39Z
562,4827095,layniedee,박소은,None,박소은,후잉이이잉~,None,None,PH,233,33,1,12,https://i1.sndcdn.com/avatars-000690713888-ze4ad8-large.jpg,None,4,None,2019-09-14T20:07:12Z,2011-05-21T08:52:00Z
563,130872163,Simeon Walker,"Leeds,",UK,"Leeds, UK","Pianist • Composer | Leeds, UK

listen: lnkfi.re/SimeonWalker
website: www.simeonwalker.co.uk
email: info@simeonwalker.co.uk
instagram: @simeonwalkermusic",None,Pianist & Composer,None,4932,1850,493,36,https://i1.sndcdn.com/avatars-gvVb4EzELDpbBFdx-acybjw-large.jpg,None,4,None,2021-03-26T09:17:50Z,2015-01-02T02:12:58Z
564,311944616,Attack On Titan Soundtracks,None,None,None,"All dem soundtracks!
Well, not all BUT MOST!
- Attack on Titan Soundtracks
- Attack on Titan Soundtracks S02 Season 2
- Shingeki no Kyojin Soundtrack
- Shingeki no Kyojin Soundtrack Season 2 S02
- AOT Soundtrack
- AOT Soundtrack Season 2 S02",None,None,None,1392,None,None,28,https://i1.sndcdn.com/avatars-000317172975-katw4m-large.jpg,None,1,None,2017-06-07T15:45:48Z,2017-06-07T15:24:43Z
565,32490536,Any-marzo3,None,None,None,None,None,None,None,75,1,1,29,https://i1.sndcdn.com/avatars-000299560163-8gbs3f-large.jpg,None,3,None,2017-03-03T21:20:06Z,2013-01-10T23:40:59Z
566,121670942,𝐥𝐮𝐧𝐧𝐚,None,None,None,None,None,None,None,202,8,None,16,https://i1.sndcdn.com/avatars-BFyUcJsLWkvfUHVZ-tTgPPQ-large.jpg,None,None,None,2021-09-20T08:35:15Z,2014-11-06T19:19:35Z
567,9271636,IgnySound,None,None,None,None,None,Bratislava,SK,197,6,None,17,https://i1.sndcdn.com/avatars-000431055228-blr2xh-large.jpg,None,None,None,2018-04-14T18:08:56Z,2011-11-26T21:41:20Z
568,930048670,Station Mega,None,None,None,"Hello everyone, I created this new Station 
with soundtrack of Games, Tv Shows, Animas, Movies. 
We invite you to Follow this new channel to 
continue to enjoy with us Music is life
Please Hit the Heart & Follow THANKS


IMPORTANT NOTICE:
All music and images featured in these tracks belong to the original artists.",None,None,None,1280,None,None,5459,https://i1.sndcdn.com/avatars-6IlQbb1Y8nzSfx7Q-Uu73xQ-large.jpg,None,147,None,2021-02-23T05:53:28Z,2021-01-05T18:07:59Z
569,2987446,DavidHollandsworth,David,Hollandsworth,David Hollandsworth,"Welcome! I compose production music for film, TV, videos, ads, radio, etc. I also have music on iTunes, Amazon, Spotify, Pandora and many other places. In addition, I custom compose music for clients. My music has been used by CBS, Discovery, The CW, Oxygen, Spike, NBC Sports, History Channel, Tennis Channel, Texas Dept of Transportation, Science Council of Canada, Piggy Paint TV ad and many other places. Feel free to email me. Thanks so much for listening!

Music placements:
""90's House"" (MTV)
""The Elizabeth Smart Autobiography"" (Lifetime)
""Daily Pop"" (Entertainment)
""Relationshep"" (Bravo)
""BTN Ten Big Years"" (BTN)
""Big Ten Football and Beyond"" (BTN)
""Ink Master"" (Spike)
""First Family of Hip Hop"" (Bravo)
""Mama June from Not to Hot"" (WE Tv)
""Southern Charm"" (Bravo)
""Hacking the Wild"" (Science Channel)
""Love & Hip Hop: Atlanta"" (VH1)
""World’s Toughest Mudder"" (CBS Sports)
""Flipping Out"" (Bravo)
""Dual Survival"" (Discovery)
""Gangsters: America's Most Evil"" (Reelz TV)
""My First Home"" (TLC)
""Lucky Dog"" (CBS)
""Familie"" soap opera (Belgium)
""Nascar 18 Rising"" (NBC Sports)
 NCAA Basketball Tournaments (NBC)
""Treasure King"" (ReelZ)
""Beverly Hills Pawn (Reelz TV)
""Finding My father"" (Oxygen)
""Return to Amish"" (TLC)
""Billy Bob's Gags to Riches"" (Discovery)
""Gunslingers"" (American Heroes Channel)
""Demons in the City of Angels"" (ReelZ)
""Save Our Shelter"" (CW)
""Going Under"" (History Channel)
""Cold Case Files"" (A&E)
 Drive Kind Ride Kind (Texas DOT video)
 Unity Health Insurance TV ad
 Chuck Swindoll daily radio show
 Forbidden Truth Indie film web series
 Piggy Paint national TV ad",None,"Roanoke, VA",US,4102,207,1326,1132,https://i1.sndcdn.com/avatars-JtGQuVBD0AMOwPEu-t9IsqA-large.jpg,None,56,None,2021-06-28T00:42:32Z,2011-02-03T00:50:32Z
570,11671290,Christian Lindquist,Christian,Lindquist,Christian Lindquist,"Christian Lindquist is a composer that plays Soft Piano Music. Living on the islands on west coast of Sweden with it's stunning nature it is easy to be creative and find inspiration. 
Christian's piano music is widely used by SPA's and hospitals for meditation and relaxation. The style is quiet, introspective, and deeply personal. 

Christian Lindquist been able to discover more of his own inner world with his piano and he hopes that his music will help many others to do so as well.",True,Hönö,SE,28195,None,8,183,https://i1.sndcdn.com/avatars-000037881900-ppi89m-large.jpg,None,12,None,2021-04-18T09:38:36Z,2012-02-05T10:00:57Z
571,19244690,Randy Dominguez,Randy,Dominguez,Randy Dominguez,"Composer | Sound Designer
Randy-Dominguez.com",None,Las Vegas,US,654,190,8,5,https://i1.sndcdn.com/avatars-000337446433-vcbien-large.jpg,None,None,None,2021-03-11T00:36:57Z,2012-06-25T05:38:05Z
572,765446065,Blue Crescent,None,None,None,"We are Blue Crescent

Composing Orchestra / Piano & String / Cover Music (K-Pop Cover, New Age, Movie & Soap opera Music, Epic, etc.)

Hope You Enjoy it 
Thank you.",None,Seoul,KR,2201,None,None,86,https://i1.sndcdn.com/avatars-GytO2UKJphmJzH5z-JLkZag-large.jpg,None,1,None,2020-06-24T14:17:32Z,2020-01-14T14:30:17Z
573,974064466,Mondstadt Music,Mondstadt,Music,Mondstadt Music,𝘐 𝘢𝘮 𝘣𝘶𝘵 𝘢 𝘩𝘶𝘮𝘣𝘭𝘦 𝘣𝘢𝘳𝘥,None,Mondstadt,None,33,1,None,63,https://i1.sndcdn.com/avatars-HJySd36HdRC3p4zo-VDMZ6g-large.jpg,None,3,None,2021-04-16T06:12:57Z,2021-04-14T14:42:10Z
574,252825094,Gabriella CL 95,Gabriella,Christina,Gabriella Christina,"Hi, this is my main account. I've been posting my covers (mostly Korean songs) and you can listen to it here~ I have another 2 accounts for posting my covers and recently I made 1 for posting my Japanese cover songs^^. I'll give the link below and repost all of the tracks here^^

Whatever you do, do it well. So when people see you do it, they want to come back and see you do it again. Have courage to pursue what you are passionate about. Have faith~
Dreams, do, believe""",None,Surabaya,ID,1186,14,487,100,https://i1.sndcdn.com/avatars-000676802312-dm5ufe-large.jpg,None,5,None,2021-08-30T07:12:01Z,2016-09-07T07:51:58Z
575,142205,tfrady,Tia,Frady,Tia Frady,None,None,Danielsville,US,397,None,None,2,https://a1.sndcdn.com/images/default_avatar_large.png,None,1,None,2010-03-31T07:33:33Z,2009-06-13T00:37:00Z
576,304859642,Beauhydra,None,None,None,None,None,Bangkok,TH,247,3,1,12,https://i1.sndcdn.com/avatars-6MErsPhnS8HT8HW3-9lXl5Q-large.jpg,None,None,None,2021-02-23T14:06:24Z,2017-05-02T05:38:53Z
577,166202014,Redefined,Hieu,Hoang,Hieu Hoang,Sporadically attractive.,None,Ho Chi Minh,VN,11,5,6,3,https://i1.sndcdn.com/avatars-000561426270-0wksx3-large.jpg,None,None,None,2019-01-20T06:15:35Z,2015-08-02T04:51:12Z
578,238032754,L2ShareOST7,None,None,None,"***Please support @L2SHARE by clicking Like & Repost to every track you like. Thank you so much!!! and don't forget to follow the main channel @L2SHARE. Download link will be added in the track description, Check it out and enjoy!",None,None,None,10718,12,1,47,https://i1.sndcdn.com/avatars-000315939484-3z5ebm-large.jpg,None,None,None,2019-08-03T09:39:59Z,2016-07-04T03:39:59Z
579,155231196,Fairy Tail 2014 OST,None,None,None,"Hello to all Fairy Tail fans out there! I made this account to get all the awesome new Fairy Tail 2014 music on Soundcloud for us all :D

If you're interested in checking out other random music (mostly Celtic or anime-related), check out my original account (link below)",None,None,None,2996,None,None,89,https://i1.sndcdn.com/avatars-000147593721-oo5ikp-large.jpg,None,None,None,2016-10-06T00:38:34Z,2015-05-28T00:43:27Z
580,39260910,PoSeidon C,None,None,None,None,None,None,None,15,12,2,5,https://a1.sndcdn.com/images/default_avatar_large.png,None,2,None,2019-03-28T15:02:12Z,2013-03-16T10:44:57Z
581,28104067,Zacky-San,Zack,None,Zack,None,None,None,US,1153,3,14,41,https://a1.sndcdn.com/images/default_avatar_large.png,None,1,None,2018-01-26T12:01:14Z,2012-11-12T02:35:47Z
582,43389661,Seycara Orchestral,Yuang,Chen,Yuang Chen,"*I HAVE YOUTUBE EXCLUSIVES, CHECK THOSE OUT ON OUR YOUTUBE CHANNEL!*

Welcome to my site! Please enjoy your stay! See what people are saying about Seycara Orchestral: 

http://www.seycara.com/productions

Seycara Orchestral is the music company founded by composer Yuang Chen. All tracks posted on this site are under international copyright for Yuang Chen.

Please contact Yuang Chen at info@seycara.com for cooperation opportunities, as well as sheet music. All non commercial projects with Seycara Orchestral are free of charge.

Cover design by: Sairento Boken - https://www.facebook.com/SairentoBoken/",None,None,CA,5771,43,23,160,https://i1.sndcdn.com/avatars-3nfBdYgkmsZdob0q-MUADpg-large.jpg,None,6,None,2021-08-03T22:02:26Z,2013-04-30T21:17:22Z
583,724842094,清水/kiyomizu,None,None,None,I make songs in my room just for fun.,None,None,JP,30,7,None,13,https://i1.sndcdn.com/avatars-nm6JOr2eVeBtRRTy-cLLhdw-large.jpg,None,1,None,2021-08-27T05:09:46Z,2019-10-27T16:57:19Z
584,711627088,homuraaakemi,Honeyy,Draws,Honeyy Draws,<3,None,?,US,1225,6,50,12,https://i1.sndcdn.com/avatars-al7CY8yYU2XHRHUT-MoMw6Q-large.jpg,None,1,None,2021-07-15T03:49:37Z,2019-10-03T22:59:56Z
585,2412600,Extreme Music,Extreme,Music,Extreme Music,"Get more from Extreme Music: https://www.extrememusic.com/ 

Follow Extreme Music on:

Facebook: http://bit.ly/Extreme_Music_on_Facebook
Instagram: http://bit.ly/Extreme_Music_on_Instagram
LinkedIn: http://bit.ly/Extreme_Music_on_LinkedIn
Twitter: http://bit.ly/Extreme_Music_on_Twitter
Spotify: http://bit.ly/Extreme_Music_on_Spotify

Extreme Music is renowned as a trusted tastemaker to the media industry since 1997. Our extraordinary roster and tireless pursuit for authenticity attracts discerning users and brands that understand that when you cast an Extreme track you are choosing music that has been lovingly hand-stitched by world-renowned maestros and producers. Our catalog boasts titans of talent such as Quincy Jones, Hans Zimmer, Sir George Martin, Snoop Dogg, Atticus Ross, Labrinth, Rodney Jerkins, Ramin Djawadi, Clint Mansell, Harry Gregson-Williams, Christopher Lennertz, Sasha, John Digweed, Michael Giacchino, Timbaland, Amon Tobin, John Powell, James S. Levine, Xzibit, Blues Saraceno, Junkie XL and DJ Shadow.",True,Santa Monica,US,4899,376,19,2050,https://i1.sndcdn.com/avatars-000300607637-sbsis6-large.jpg,None,171,None,2020-11-18T18:01:39Z,2010-12-14T18:48:13Z
586,405539673,ᴅᴀᴍ⁷,None,None,None,"HI I'M AN EXTRAORDINARY PERSON WITH MANY CRAZY FUTURE PLANS AND I'M HOPING TO MEET BTS AT LEAST ONCE IN MY LIFE BEFORE THEY DISBAND C:

I'M A VERY HOT TEMPERED PERSON AND ONCE I LET IT OUT I WILL END UP MAKING ALL MESSING UP. ALSO A SENSITIVE PERSON TOO. O.<

I LOVE TO HEAR COMPLIMENTS FROM EVERYONE. ESPECIALLY I LIKE HEARING IT FROM MY FRIENDS.C:

SLEEPING, EATING, WRITING, ENJOYING IS MY FOREVER LIFE. XD XD XD
GOING TO SCHOOL AND SITTING ON A CHAIR FOR 8 HOURS WITHOUT ANY BREAK. I HATE IT ACTUALLY. :C",None,Busan,KR,11,115,10,6,https://i1.sndcdn.com/avatars-tIqkz4KCz9mEHHw1-TbUeXg-large.jpg,None,3,None,2020-08-17T19:28:16Z,2018-02-24T21:48:05Z
587,812000008,Doom Slayer,DOOM Eternal,Original Game Soundtrack,DOOM Eternal Original Game Soundtrack,"Michael John Gordon is an Australian composer and sound designer, composing music primarily for video games. Gordon has composed for several first-person shooters, including Lawbreakers, Wolfenstein: The New Order, Wolfenstein: The Old Blood, Prey, Wolfenstein II: The New Colossus, Seasons 1 & 2 of the 2013 fighting game Killer Instinct, 2016 reboot of DOOM and its sequel DOOM Eternal.

Follow Mick Gordon:

www.mick-gordon.com
YouTube: www.youtube.com/user/GameAudioAustralia
Spotify: open.spotify.com/artist/13ab1LgQZ3tQOhkDRRYB8Y
SoundCloud: www.soundcloud.com/mickgordon
Twitter: www.twitter.com/Mick_Gordon
Facebook: www.facebook.com/MickGordonMusic

All rights belong to ZeniMax & id Software, no infringement intended.",None,None,None,5111,None,None,83,https://i1.sndcdn.com/avatars-ppq3UR1tz4p1kz3j-zSohhg-large.jpg,None,4,None,2021-03-18T21:35:37Z,2020-04-19T10:01:52Z
588,18391780,THE PINA COLADA,abiyoga,None,abiyoga,"a runner and his music. 
i made sets/playlist sometimes.",None,Jakarta,ID,374,187,67,2,https://i1.sndcdn.com/avatars-000593996562-qvae2f-large.jpg,None,17,None,2019-07-10T11:18:13Z,2012-06-09T14:05:00Z
589,15395790,Raphaël Laouen,Raphaël,Laouen,Raphaël Laouen,None,None,Montpellier,FR,840,7,4,14,https://i1.sndcdn.com/avatars-000527200728-5x9a1t-large.jpg,None,2,None,2020-03-29T12:51:59Z,2012-04-17T19:47:39Z
590,17276554,IchLiebeKlavier,Muhammad Ikmal,Fauzi,Muhammad Ikmal Fauzi,"A self-taught multi-keyboardist/pianist. 
Started playing in December 2010. 
Do check out my YouTube channel and SUBSCRIBE!! ^^
www.youtube.com.sg/user/ismeed

IchLiebeKlavier;
Providing High-Quality Piano Recordings 
Since June 2012",None,None,None,393,20,129,72,https://i1.sndcdn.com/avatars-000599424531-lofexv-large.jpg,None,None,None,2021-07-08T14:55:30Z,2012-05-21T10:01:45Z
591,1562496,reminiscience,None,None,None,"Recordings of my performances on piano. All recordings licensed under CC BY-NC-SA 3.0. Please refer to my page when distributing.
",None,None,DE,4239,None,1,9,https://i1.sndcdn.com/avatars-000003043747-4ihjtv-large.jpg,None,None,None,2020-06-25T10:20:43Z,2010-08-23T11:02:57Z
592,143144864,Misslunashi~,None,None,None,None,None,None,None,14,4,None,6,https://i1.sndcdn.com/avatars-hmTtTBXwv8NDfrUi-ibw6YQ-large.jpg,None,None,None,2021-05-12T16:53:00Z,2015-03-14T04:31:20Z
593,10727952,OSTsbin,None,None,None,"
",None,None,None,1214,104,None,8,https://i1.sndcdn.com/avatars-000150066533-coh8x7-large.jpg,None,None,None,2017-04-21T11:05:46Z,2012-01-12T14:30:23Z
594,23606847,Husain Khalaf,husain,khalaf,husain khalaf,None,None,newcastle,None,59,2,7,27,https://i1.sndcdn.com/avatars-000142786999-vchzl6-large.jpg,None,1,None,2015-04-26T01:35:22Z,2012-09-06T14:29:42Z
595,884470303,원더라이브러리 Wonder Library,None,None,None,None,None,None,None,31,None,None,163,https://a1.sndcdn.com/images/default_avatar_large.png,None,10,None,2020-09-22T08:10:12Z,2020-09-22T08:10:11Z
596,178984,alexpfeffer,Alex,Pfeffer,Alex Pfeffer,"professional composer, arranger and sound designer from Hamburg, Germany ... and loving his job!",None,Hamburg,DE,6315,410,42,129,https://i1.sndcdn.com/avatars-000620697756-0he1rs-large.jpg,None,19,None,2020-07-11T13:43:25Z,2009-07-19T19:05:18Z
597,2065244,Monstercat Silk,None,None,None,"Los Angeles-based record label founded in 2008 -- home of the best progressive house, chillout, and melodic electronic music. Proudly part of the Monstercat family.
 
🎇”Emotions Into Sound.”
 
We believe in the therapeutic power of music, and in forging human connections through electronic soundscapes.",True,LA,US,51335,102,3993,2550,https://i1.sndcdn.com/avatars-YxgnzSzx9q0TVP9D-yx7CaA-large.jpg,None,343,None,2021-02-19T22:25:29Z,2010-11-04T10:00:56Z
598,103470313,LAKEY INSPIRED,LAKEY,None,LAKEY,My drum kits: https://sellfy.com/p/e2dT/,True,Los Angeles,None,187838,49,4424,19,https://i1.sndcdn.com/avatars-wRE7zHlr4wuGZ9Ya-na6tuQ-large.jpg,None,2,None,2021-04-26T23:46:00Z,2014-07-06T21:30:07Z
599,181438424,Soul & Mind Relaxation,None,None,None,"Check new tracks to download free music!

Welcome to my profile Soul & Mind Relaxation. 
This page is dedicated to Sleep, Meditation Music, Study Music, Relaxing Sleep Music, Peaceful Music, Yoga Music, Stress Relief Music, Reiki Music, Background Music, Healing Music, Zen Music, Spa and Massage Music, and much more.

If you need a calm music, meditation music, binaural music, sleep and relax music for your project contact me. I'm selling music (60 minutes)for a very small fee and you have rights to publish it on youtube.

I also make ralaxing and meditation videos with music in background. Each video last 60 minutes with high quality resolution.

Contact me if you have a question.

IMPORTANT! The reuse of all our music on YouTube or other platform without permition is prohibited.",None,None,None,9010,2,30,30,https://i1.sndcdn.com/avatars-xuAzZ5p68tFU5Ggl-KZGjgQ-large.jpg,None,7,None,2021-10-15T08:17:14Z,2015-10-18T16:23:12Z
600,39337853,HD MIX,by,"""https://hdmix.vn""","by ""https://hdmix.vn""","Hotline : 0908866000 - Website : https://hdmix.vn - https://hdmix.us
Nhận làm nhạc đặt bay phòng chất lượng cao & độc quyền theo yêu cầu !",None,Hà Nội,VN,41002,1538,7171,257,https://i1.sndcdn.com/avatars-000625629897-e1u64u-large.jpg,None,None,None,2021-10-13T12:58:06Z,2013-03-17T06:09:42Z
